Category,Material,Formula,Composition,Phase,Polynomial_Type,Fit_Type,C1,C2,C3,C4,C5,C6,C7,T_min,T_max,Units,Molar_Mass,Molar_Basis,Data_Source
Inorganic Compound,Lithium Cobalt Oxide,LiCoO2,NaN,Solid,Constant,"point value, range by convention",77.31809,0.0,0.0,0.0,0.0,0.0,0.0,298,891,J/mol·K,97.871,molecular,IVTAN
Inorganic Compound,Lithium Iron Phosphate,LiFePO4,NaN,Solid,Constant,"point value, range by convention",89.92035,0.0,0.0,0.0,0.0,0.0,0.0,298,726,J/mol·K,157.755,molecular,IVTAN
Alloy,Inconel 625,NaN,Ni-Cr-Mo,Solid,Constant,"point value, range by convention",0.41,0.0,0.0,0.0,0.0,0.0,0.0,298,606,J/g·K,NaN,"not defined, alloys are metallic mixtures",ASM / producer datasheets
Alloy,Inconel 718,NaN,Ni-Cr-Fe,Solid,Constant,"point value, range by convention",0.435,0.0,0.0,0.0,0.0,0.0,0.0,298,624,J/g·K,NaN,"not defined, alloys are metallic mixtures",ASM / producer datasheets
Alloy,Monel 400,NaN,Ni-Cu,Solid,Constant,"point value, range by convention",0.427,0.0,0.0,0.0,0.0,0.0,0.0,298,618,J/g·K,NaN,"not defined, alloys are metallic mixtures",ASM / producer datasheets
Alloy,Brass 60/40,NaN,Cu60Zn40,Solid,Constant,"point value, range by convention",0.38,0.0,0.0,0.0,0.0,0.0,0.0,298,583,J/g·K,NaN,"not defined, alloys are metallic mixtures",ASM / producer datasheets
Alloy,Brass 70/30,NaN,Cu70Zn30,Solid,Constant,"point value, range by convention",0.38,0.0,0.0,0.0,0.0,0.0,0.0,298,583,J/g·K,NaN,"not defined, alloys are metallic mixtures",ASM / producer datasheets
Alloy,Bronze (Phosphor),NaN,Cu-Sn-P,Solid,Constant,"point value, range by convention",0.378,0.0,0.0,0.0,0.0,0.0,0.0,298,582,J/g·K,NaN,"not defined, alloys are metallic mixtures",ASM / producer datasheets
Alloy,Carbon Steel 1020,NaN,Fe-C,Solid,Constant,"point value, range by convention",0.486,0.0,0.0,0.0,0.0,0.0,0.0,298,663,J/g·K,NaN,"not defined, alloys are metallic mixtures",ASM / producer datasheets
Alloy,Carbon Steel 4140,NaN,Fe-C-Cr-Mo,Solid,Constant,"point value, range by convention",0.48,0.0,0.0,0.0,0.0,0.0,0.0,298,658,J/g·K,NaN,"not defined, alloys are metallic mixtures",ASM / producer datasheets
Alloy,Kovar,NaN,Fe-Ni-Co,Solid,Constant,"point value, range by convention",0.46,0.0,0.0,0.0,0.0,0.0,0.0,298,643,J/g·K,NaN,"not defined, alloys are metallic mixtures",ASM / producer datasheets
Mixture,Engine Oil SAE 40,NaN,Hydrocarbon,Liquid,Constant,"point value, range by convention",1.9,0.0,0.0,0.0,0.0,0.0,0.0,298,473,J/g·K,NaN,"not defined, a liquid mixture",ASHRAE
Ceramic,Zirconia (ZrO2) (NIST-JANAF) (298-1478K),ZrO2,NaN,Solid,Shomate,measured range,69.20001,8.54829,-0.862921,0.246374,-1.382767,0,0,298,1478,J/mol·K,123.223,molecular,NIST-JANAF
Ceramic,Zirconia (ZrO2) (NIST-JANAF) (1478-2950K),ZrO2,NaN,Solid,Shomate,measured range,74.4752,0.0,0.0,0.0,0.0,0,0,1478,2950,J/mol·K,123.223,molecular,NIST-JANAF
Ceramic,Zirconia (ZrO2) (NIST-JANAF) (2950-5000K),ZrO2,NaN,Liquid,Shomate,measured range,87.8637,0.000141,-2.7e-05,2e-06,0.000393,0,0,2950,5000,J/mol·K,123.223,molecular,NIST-JANAF
